,word,OA_frequency,NOA_frequency,oa_noa,expected_oa,expected_noa,chi_square,p_value,depletion_rate
95,Eye Infections,7,21,28,12.469032602126841,15.530967397873159,4.324618356855761,0.03756483714647062,0.5613907849439748
96,Rigor Mortis,1,7,8,3.562580743464812,4.437419256535188,3.3231498389017413,0.06831083376655145,0.2806953924719874
97,Fetomaternal Transfusion,2,9,11,4.898548522264116,6.101451477735884,3.092098064346116,0.07867330880803701,0.40828420723198167
98,Weibel-Palade Bodies,0,1,1,0.4453225929331015,0.5546774070668985,0.8028497055395517,0.3702427178627814,0.0
99,Cambodia,101,85,186,82.83000228555687,103.16999771444313,7.185907050415096,0.007347839781130505,1.2193649307385257
100,Galliformes,43,26,69,30.727258912384002,38.272741087616,8.83728473029528,0.002951379220729177,1.3994089131936762
101,Aquilegia,2,0,2,0.890645185866203,1.109354814133797,2.491126279551798,0.11448976709761949,2.245563139775899
102,Pancreatic Fistula,47,95,142,63.235808196500415,78.76419180349959,7.515264565207149,0.006117829897860615,0.7432497716159666
103,Thoracica,16,33,49,21.820807053721975,27.179192946278025,2.7993365941877957,0.09430331862477433,0.7332451068655996
104,Hydroxyurea,45,45,90,40.079033363979136,49.920966636020864,1.0892890195976412,0.29662879282150917,1.1227815698879495
105,Spinal Injuries,37,123,160,71.25161486929625,88.74838513070375,29.68430708413178,5.084476512684841e-08,0.5192864760731767
106,Intraocular Lymphoma,3,2,5,2.2266129646655077,2.7733870353344923,0.48429341602825937,0.48648398485165445,1.3473378838655394
107,Aldo-Keto Reductases,1,6,7,3.1172581505317103,3.8827418494682897,2.5925932198856794,0.10736442269192487,0.32079473425369986
108,Cytochrome P450 Family 26,0,1,1,0.4453225929331015,0.5546774070668985,0.8028497055395517,0.3702427178627814,0.0
109,Oxazoles,41,38,79,35.18048484171502,43.81951515828498,1.7355267438278328,0.18770661744698466,1.165418844693821
110,Echinocandins,49,48,97,43.19629151451085,53.80370848548915,1.4058022697428931,0.2357544921827071,1.134356637618753
111,DEAE-Cellulose,1,0,1,0.4453225929331015,0.5546774070668985,1.245563139775899,0.26440158855823453,2.245563139775899
112,Glycodeoxycholic Acid,3,1,4,1.781290371732406,2.218709628267594,1.5032294908806607,0.22017511989519356,1.6841723548319243
113,"Leukemia, Hairy Cell",17,30,47,20.93016186785577,26.06983813214423,1.3304783485283256,0.24872013692241512,0.8122249654508572
114,Botulinum Toxins,40,83,123,54.774678930771486,68.22532106922851,7.184818252873253,0.0073522999487817525,0.7302644356994793
115,Nitroblue Tetrazolium,3,3,6,2.671935557598609,3.328064442401391,0.07261926797317608,0.7875606198283936,1.1227815698879495
116,Phycocyanin,6,12,18,8.015806672795827,9.984193327204173,0.913923923868212,0.33907542546793634,0.7485210465919663
117,Drug Implants,94,145,239,106.43209971101126,132.56790028898874,2.618037498028947,0.10565503930042208,0.8831921972340356
118,Autonomic Agents,5,3,8,3.562580743464812,4.437419256535188,1.04559073053168,0.3065247712064652,1.4034769623599368
119,Intraoperative Period,133,259,392,174.5664564297758,217.4335435702242,17.843692542843232,2.398128486795493e-05,0.7618874938525372
120,Nectria,0,1,1,0.4453225929331015,0.5546774070668985,0.8028497055395517,0.3702427178627814,0.0
121,CD5 Antigens,11,7,18,8.015806672795827,9.984193327204173,2.0029319713512113,0.15699527047080836,1.372288585418605
122,Deoxyribonucleotides,1,4,5,2.2266129646655077,2.7733870353344923,1.2182316856817457,0.2697079637581902,0.4491126279551798
123,Trachoma,41,12,53,23.602097425454378,29.397902574545622,23.120792369075133,1.5213663019798918e-06,1.7371337496379597
124,Eye Movement Desensitization Reprocessing,8,13,21,9.351774451595132,11.648225548404868,0.3522686277067512,0.552831715856874,0.8554526246765329
125,"Megacolon, Toxic",5,3,8,3.562580743464812,4.437419256535188,1.04559073053168,0.3065247712064652,1.4034769623599368
126,Eyelids,55,144,199,88.6191959936872,110.3808040063128,22.993567798443408,1.6254433368353852e-06,0.6206330285812786
127,Phlebotomus Fever,7,6,13,5.78919370813032,7.21080629186968,0.45655255757253166,0.4992395626903302,1.2091493829562532
128,Human papillomavirus 6,9,7,16,7.125161486929624,8.874838513070376,0.8893906183303659,0.34564249797251934,1.2631292661239433
129,Aminoglycosides,65,58,123,54.774678930771486,68.22532106922851,3.441387601530286,0.06358227138279927,1.186679708011654
130,Nedocromil,2,1,3,1.3359677787993045,1.6640322212006955,0.5950340882143826,0.44047904378818437,1.4970420931839326
131,"Receptors, Opioid, delta",29,20,49,21.820807053721975,27.179192946278025,4.258336383007178,0.039058154079701236,1.3290067561938994
132,Cell- and Tissue-Based Therapy,109,112,221,98.41629303821543,122.58370696178457,2.051956425183679,0.15201074298302578,1.1075401911111902
133,Cellobiose,9,17,26,11.57838741626064,14.42161258373936,1.0351607393376256,0.30894963295219025,0.7773103176147342
134,Cidofovir,9,11,20,8.906451858662031,11.093548141337969,0.0017714346066787675,0.9664282161471837,1.0105034128991546
135,Zinc Acetate,3,3,6,2.671935557598609,3.328064442401391,0.07261926797317608,0.7875606198283936,1.1227815698879495
136,H-Y Antigen,5,0,5,2.2266129646655077,2.7733870353344923,6.227815698879494,0.012575877027274479,2.245563139775899
137,Bacteriology,16,14,30,13.359677787993045,16.640322212006954,0.9407568689460759,0.33208327032277085,1.197633674547146
138,Enterobacter cloacae,22,21,43,19.148871496123366,23.851128503876634,0.7653320882436603,0.3816649932101881,1.1488927691876694
139,Acetylgalactosamine,2,1,3,1.3359677787993045,1.6640322212006955,0.5950340882143826,0.44047904378818437,1.4970420931839326
140,Epidemiologic Methods,401,160,561,249.82597463546995,311.17402536453005,164.9211246005648,9.517878635340524e-38,1.6051173245100456
141,"Repetitive Sequences, Amino Acid",9,5,14,6.234516301063421,7.765483698936579,2.211561211452616,0.136979984571227,1.4435763041416494
142,"Shock, Cardiogenic",86,162,248,110.44000304740918,137.55999695259084,9.750696185332835,0.001792548161360933,0.7787033468577715
143,"Conditioning, Operant",354,256,610,271.6467816891919,338.3532183108081,45.010735617043636,1.959572032838364e-11,1.303162871279784
144,Potassium Radioisotopes,3,21,24,10.687742230394436,13.312257769605564,9.969449516705225,0.001591590712184538,0.2806953924719874
145,Ion-Selective Electrodes,4,19,23,10.242419637461335,12.757580362538665,6.859032779834461,0.00881942759839039,0.3905327199610259
146,Phosphothreonine,2,0,2,0.890645185866203,1.109354814133797,2.491126279551798,0.11448976709761949,2.245563139775899
147,Calorimetry,39,77,116,51.657420780239775,64.34257921976022,5.591357239165038,0.01804930565146836,0.7549738142350005
148,Mammals,265,191,456,203.06710237749428,252.93289762250572,34.05357806699758,5.361522676948464e-09,1.304987350966257
149,Sodium Benzoate,5,10,15,6.679838893996522,8.320161106003477,0.7616032698901765,0.3828272487278863,0.7485210465919663
150,Water Deprivation,15,17,32,14.250322973859248,17.749677026140752,0.07110222970336627,0.7897386441183136,1.0526077217699528
151,Psychoanalytic Therapy,9,173,182,81.04871191382448,100.95128808617552,115.46911786491809,6.2118906092684885e-27,0.11104433108781918
152,Seed Dispersal,43,16,59,26.27403298305299,32.72596701694701,19.19619949260614,1.1794798028026733e-05,1.6365968645824347
153,Hebeloma,2,0,2,0.890645185866203,1.109354814133797,2.491126279551798,0.11448976709761949,2.245563139775899
154,Chaperonins,3,5,8,3.562580743464812,4.437419256535188,0.16016386205898542,0.6890056978052088,0.8420861774159621
155,Regulatory Factor X1,1,0,1,0.4453225929331015,0.5546774070668985,1.245563139775899,0.26440158855823453,2.245563139775899
156,Acalculous Cholecystitis,1,6,7,3.1172581505317103,3.8827418494682897,2.5925932198856794,0.10736442269192487,0.32079473425369986
157,Intimate Partner Violence,188,268,456,203.06710237749428,252.93289762250572,2.0154843484915244,0.15570157659549225,0.92580234710059
158,"Dentists, Women",2,6,8,3.562580743464812,4.437419256535188,1.235605244815932,0.2663197144020472,0.5613907849439748
159,Euphorbia,4,9,13,5.78919370813032,7.21080629186968,0.9969104911629287,0.3180592351548792,0.6909425045464305
160,Angiotensins,7,8,15,6.679838893996522,8.320161106003477,0.02766500023669069,0.8678988400468706,1.047929465228753
161,"Effect Modifier, Epidemiologic",28,31,59,26.27403298305299,32.72596701694701,0.20440794250532193,0.6511861626270253,1.0656909815885622
162,CA-125 Antigen,67,79,146,65.01709856823283,80.98290143176717,0.10902703237227918,0.7412545760434961,1.0304981531848303
163,"Receptors, Interleukin-15",5,0,5,2.2266129646655077,2.7733870353344923,6.227815698879494,0.012575877027274479,2.245563139775899
164,Spironolactone,63,48,111,49.43080781557427,61.56919218442573,6.715367777780811,0.009558557656074246,1.2745088090619967
165,"Lasers, Gas",18,101,119,52.993388559039076,66.00661144096092,41.65909498736434,1.0865873811573231e-10,0.3396650127392116
166,"Pattern Recognition, Visual",780,672,1452,646.6084049388634,805.3915950611366,49.61067194630158,1.8749105339151095e-12,1.2062942486399457
167,Tombusviridae,3,2,5,2.2266129646655077,2.7733870353344923,0.48429341602825937,0.48648398485165445,1.3473378838655394
168,Thermosensing,58,72,130,57.8919370813032,72.1080629186968,0.00036365940892537453,0.9847853784608951,1.0018666315923241
169,Gametogenesis,7,5,12,5.343871115197218,6.656128884802782,0.9253197072923204,0.3360820566560039,1.3099118315359413
170,Open Access Publishing,15,12,27,12.02371000919374,14.97628999080626,1.3282245943434345,0.2491213100127369,1.2475350776532772
171,Meningitis,46,64,110,48.98548522264117,61.01451477735883,0.32803634232551,0.5668176549880066,0.9390536766335578
172,Mad2 Proteins,5,3,8,3.562580743464812,4.437419256535188,1.04559073053168,0.3065247712064652,1.4034769623599368
173,Premenopause,146,149,295,131.37016491526495,163.62983508473505,2.937254915751356,0.08655771989786362,1.1113634522280722
174,Monkeypox,6,2,8,3.562580743464812,4.437419256535188,3.0064589817613214,0.08293328088330343,1.6841723548319243
175,Submucous Plexus,8,4,12,5.343871115197218,6.656128884802782,2.3801363528575306,0.12288682051928708,1.4970420931839326
176,Butyrate Response Factor 1,1,0,1,0.4453225929331015,0.5546774070668985,1.245563139775899,0.26440158855823453,2.245563139775899
177,Denturists,2,0,2,0.890645185866203,1.109354814133797,2.491126279551798,0.11448976709761949,2.245563139775899
178,"Granuloma, Respiratory Tract",4,5,9,4.007903336397914,4.992096663602086,2.8097211464083825e-05,0.9957706888456469,0.9980280621226217
179,RNA Phages,1,0,1,0.4453225929331015,0.5546774070668985,1.245563139775899,0.26440158855823453,2.245563139775899
180,Adrenergic alpha-1 Receptor Antagonists,35,57,92,40.96967854984534,51.03032145015466,1.5681906469943465,0.21046997028795802,0.8542903249147442
181,Echinacea,4,4,8,3.562580743464812,4.437419256535188,0.09682569063090145,0.75567270531088,1.1227815698879495
182,CD28 Antigens,33,21,54,24.04742001838748,29.95257998161252,6.008795914053636,0.014234737699343308,1.372288585418605
183,"Protocatechuate-3,4-Dioxygenase",1,2,3,1.3359677787993045,1.6640322212006955,0.15232065397803524,0.6963274499544883,0.7485210465919663
184,Primary Prevention,390,418,808,359.820655089946,448.179344910054,4.56344741411742,0.03266126622480617,1.0838732976641097
185,Antidiarrheals,14,19,33,14.695645566792349,18.30435443320765,0.05936724532892032,0.8074988443415307,0.9526631502079572
186,Ion Pumps,1,0,1,0.4453225929331015,0.5546774070668985,1.245563139775899,0.26440158855823453,2.245563139775899
187,Iatrogenic Disease,106,200,306,136.26871343752907,169.73128656247093,12.121358366353176,0.0004984757992673585,0.7778748131249846
188,"Liver Cirrhosis, Alcoholic",48,52,100,44.53225929331015,55.46774070668985,0.48683077822619225,0.48534443798325555,1.0778703070924316
189,"Receptors, Muscarinic",23,18,41,18.25822631025716,22.74177368974284,2.2201513545430576,0.13621970480900739,1.259706151581602
190,Maxillary Nerve,8,12,20,8.906451858662031,11.093548141337969,0.16631992716764937,0.6834033314463279,0.8982252559103596
191,Vesicular Acetylcholine Transport Proteins,9,6,15,6.679838893996522,8.320161106003477,1.4528802480847787,0.22806635407698783,1.3473378838655394
192,Oxygen Inhalation Therapy,132,176,308,137.15935862339526,170.84064137660474,0.3498851501572009,0.5541781509754169,0.9623842027610995
193,Armillaria,1,2,3,1.3359677787993045,1.6640322212006955,0.15232065397803524,0.6963274499544883,0.7485210465919663
194,Dermatomycoses,36,55,91,40.52435595691224,50.47564404308776,0.9106614110627368,0.3399389877995921,0.8883546487025534
195,Cholinergic Antagonists,62,107,169,75.25951820569415,93.74048179430585,4.211662651011141,0.04014696785898966,0.8238160631130517
196,Surrogate Mothers,11,46,57,25.383387797186785,31.616612202813215,14.693738891834649,0.0001264657883022311,0.433354290132191
197,Cyanogen Bromide,0,1,1,0.4453225929331015,0.5546774070668985,0.8028497055395517,0.3702427178627814,0.0
198,Niacinamide,160,176,336,149.6283912255221,186.3716087744779,1.2960977888576433,0.2549272394766373,1.0693157808456661
199,Dipsacaceae,1,2,3,1.3359677787993045,1.6640322212006955,0.15232065397803524,0.6963274499544883,0.7485210465919663
200,Mineralocorticoid Receptor Antagonists,71,77,148,65.90774375409902,82.09225624590098,0.7093222415831706,0.39966890311000447,1.0772633981357354
201,Cochlear Nerve,42,36,78,34.73516224878192,43.26483775121808,2.73931534543519,0.09790670641792208,1.2091493829562532
202,Pigmentation Disorders,7,34,41,18.25822631025716,22.74177368974284,12.515289108603433,0.00040363532495726857,0.3833888287422267
203,Imidoesters,3,4,7,3.1172581505317103,3.8827418494682897,0.00795193523084544,0.9289439267891204,0.9623842027610995
204,Orientia tsutsugamushi,18,9,27,12.02371000919374,14.97628999080626,5.355306793929444,0.02065929921192633,1.4970420931839326
205,"Audiometry, Pure-Tone",154,227,381,169.66790790751168,211.33209209248832,2.6084459308996872,0.1062958836135963,0.9076554423241168
206,Trichotillomania,13,35,48,21.375484460788872,26.624515539211128,5.91648041475162,0.014999893318902089,0.6081733503559726
207,CD4-Positive T-Lymphocytes,529,247,776,345.5703321160868,430.4296678839132,175.53439727228073,4.576242636908089e-40,1.5308027073987767
208,Military Science,5,2,7,3.1172581505317103,3.8827418494682897,2.0500681880793836,0.15219937301565825,1.6039736712684993
209,Serine Proteinase Inhibitors,23,31,54,24.04742001838748,29.95257998161252,0.082249406758514,0.7742719152474401,0.9564435595341793
210,Pleasure-Pain Principle,0,1,1,0.4453225929331015,0.5546774070668985,0.8028497055395517,0.3702427178627814,0.0
211,Thiosulfate Sulfurtransferase,2,0,2,0.890645185866203,1.109354814133797,2.491126279551798,0.11448976709761949,2.245563139775899
212,Infectious Mononucleosis,11,8,19,8.461129265728928,10.538870734271072,1.3734484772323736,0.24122027016204028,1.300062870396573
213,Leydig Cells,25,26,51,22.711452239588176,28.288547760411824,0.41575222166027137,0.5190642493861972,1.1007662449881856
214,Obstetric Labor Complications,125,196,321,142.94855233152558,178.05144766847442,4.062923199395137,0.0438345556374328,0.8744404749906148
215,Pyomyositis,4,10,14,6.234516301063421,7.765483698936579,1.4438557707406818,0.22951641066186404,0.6415894685073997
216,Somatotrophs,3,1,4,1.781290371732406,2.218709628267594,1.5032294908806607,0.22017511989519356,1.6841723548319243
217,Neuroma,3,30,33,14.695645566792349,18.30435443320765,16.781054643744838,4.1950043480169026e-05,0.20414210361599083
218,Psychometrics,1417,2611,4028,1793.7594043345327,2234.240595665467,142.66700213011228,6.950881404509125e-33,0.7899610151594958
219,Platelet Count,259,364,623,277.43597539732224,345.56402460267776,2.2086606171356724,0.13723777728097897,0.93354872103043
220,Nursing,105,321,426,189.70742458950124,236.29257541049876,68.18960123129163,1.4850684267533782e-16,0.5534838724799751
221,Gleditsia,1,1,2,0.890645185866203,1.109354814133797,0.024206422657725362,0.8763608321095353,1.1227815698879495
222,Shellfish Poisoning,10,20,30,13.359677787993045,16.640322212006954,1.523206539780353,0.21713489236769284,0.7485210465919663
223,Ibotenic Acid,18,14,32,14.250322973859248,17.749677026140752,1.7787812366607318,0.18229905479387004,1.2631292661239433
224,Schistosomicides,15,6,21,9.351774451595132,11.648225548404868,6.150204564238149,0.013139690197820705,1.6039736712684993
225,Chlormequat,1,1,2,0.890645185866203,1.109354814133797,0.024206422657725362,0.8763608321095353,1.1227815698879495
226,Sweat Glands,10,15,25,11.133064823327537,13.866935176672463,0.20789990895956106,0.6484184368894876,0.8982252559103596
