,Economy,Region,income_group,gdp,loggdp,oa_frequency,noa_frequency,overall_frequency,oa_status,log_frequency
86,Namibia,Sub-Saharan Africa,Upper middle income,4803.283299000001,3.681538202205073,42,19,61,68.85245901639344,5.930737337562887
87,"Macedonia, FYR",Europe & Central Asia,Upper middle income,4840.319679,3.684874045578483,48,52,100,48.0,6.643856189774724
88,Algeria,Middle East & North Africa,Upper middle income,4162.852181,3.619390989768402,64,166,230,27.82608695652174,7.845490050944375
89,Libya,Middle East & North Africa,Upper middle income,4465.490366,3.6498691567418073,25,28,53,47.16981132075472,5.727920454563199
90,Nepal,South Asia,Low income,747.1604624,2.8734138822051487,185,132,317,58.359621451104104,8.308339030139408
91,Haiti,Latin America & Caribbean,Low income,814.5463952,2.910915826036184,51,25,76,67.10526315789474,6.247927513443585
92,Guatemala,Latin America & Caribbean,Lower middle income,3923.573344,3.593681775359104,70,40,110,63.63636363636363,6.78135971352466
93,Dominica,Latin America & Caribbean,Upper middle income,7392.234584000001,3.868775740262947,40,38,78,51.28205128205128,6.285402218862249
94,Rwanda,Sub-Saharan Africa,Low income,711.7739773,2.8523421060033067,107,52,159,67.29559748427673,7.312882955284356
95,Luxembourg,Europe & Central Asia,High income,101446.7863,5.006238293712557,184,163,347,53.02593659942363,8.43879185257826
96,Botswana,Sub-Saharan Africa,Upper middle income,6521.146128,3.8143239321309372,78,26,104,75.0,6.700439718141092
97,Estonia,Europe & Central Asia,High income,17155.874180000003,4.234412852492887,271,257,528,51.32575757575758,9.044394119358454
98,Hungary,Europe & Central Asia,High income,12483.865940000002,4.096349096277271,1026,855,1881,54.54545454545454,10.877284133523196
99,Cameroon,Sub-Saharan Africa,Lower middle income,1353.92449,3.1315944438980323,238,117,355,67.04225352112675,8.471675214392045
100,Jamaica,Latin America & Caribbean,Upper middle income,4925.415859000001,3.692442904406091,113,98,211,53.55450236966824,7.721099188707185
101,Ecuador,Latin America & Caribbean,Upper middle income,6150.155954999999,3.788886128708289,130,143,273,47.61904761904761,8.092757140919852
102,Burkina Faso,Sub-Saharan Africa,Low income,575.3144542,2.759905285376869,192,72,264,72.72727272727273,8.044394119358454
103,Tanzania,Sub-Saharan Africa,Low income,872.2031652000001,2.940617658382351,489,139,628,77.86624203821655,9.294620748891626
104,Iceland,Europe & Central Asia,High income,51213.66133,4.709385825210984,260,198,458,56.76855895196506,8.839203788096944
105,Vietnam,East Asia & Pacific,Lower middle income,2065.1690989999997,3.3149556181018034,293,263,556,52.69784172661871,9.118941072723507
106,Kazakhstan,Europe & Central Asia,Upper middle income,10510.77189,4.021634610914837,68,58,126,53.96825396825397,6.977279923499917
107,Malta,Middle East & North Africa,High income,23715.53414,4.375032910621548,49,69,118,41.52542372881356,6.882643049361842
108,Bangladesh,South Asia,Lower middle income,1210.158849,3.0828423808257255,353,244,597,59.12897822445561,9.221587121264806
109,Cuba,Latin America & Caribbean,Upper middle income,7602.278668000001,3.880943784993017,94,131,225,41.77777777777778,7.813781191217037
110,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,497.6297557,2.696906341035557,199,87,286,69.58041958041959,8.159871336778389
111,Benin,Sub-Saharan Africa,Low income,783.9630778,2.894295609259291,82,40,122,67.21311475409836,6.930737337562887
112,Trinidad and Tobago,Latin America & Caribbean,High income,17941.23794,4.253852405930053,28,24,52,53.84615384615385,5.700439718141092
113,Sudan,Sub-Saharan Africa,Lower middle income,2513.884661,3.400345348035563,81,67,148,54.729729729729726,7.20945336562895
114,Papua New Guinea,East Asia & Pacific,Lower middle income,2605.9459690000003,3.4159654069220715,65,25,90,72.22222222222221,6.491853096329675
115,Gabon,Sub-Saharan Africa,Upper middle income,7448.715684999999,3.8720813977146724,46,20,66,69.6969696969697,6.044394119358453
116,"Gambia, The",Sub-Saharan Africa,Low income,704.9740416,2.8481731257893657,87,22,109,79.81651376146789,6.768184324776926
117,Sri Lanka,South Asia,Lower middle income,3844.5140079999996,3.584841447652727,195,134,329,59.27051671732523,8.361943773735241
118,Madagascar,Sub-Saharan Africa,Low income,402.08831180000004,2.6043214488936575,73,31,104,70.1923076923077,6.700439718141092
119,Lesotho,Sub-Saharan Africa,Lower middle income,1154.355219,3.0623394707895124,11,5,16,68.75,4.0
120,Paraguay,Latin America & Caribbean,Upper middle income,5447.118631,3.7361668337324034,28,35,63,44.44444444444444,5.977279923499917
121,Grenada,Latin America & Caribbean,Upper middle income,9333.270231,3.9700338403631483,11,35,46,23.91304347826087,5.523561956057013
122,Fiji,East Asia & Pacific,Upper middle income,4889.461454,3.6892610267235666,23,23,46,50.0,5.523561956057013
123,Senegal,Sub-Saharan Africa,Low income,1186.327514,3.074204602929685,154,82,236,65.2542372881356,7.882643049361842
124,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,1613.483465,3.2077645191071045,0,1,1,0.0,0.0
125,Togo,Sub-Saharan Africa,Low income,563.4753638,2.7508749326277155,31,25,56,55.35714285714286,5.807354922057604
126,Bermuda,North America,High income,,,8,6,14,57.14285714285714,3.807354922057604
127,Malawi,Sub-Saharan Africa,Low income,362.6581977,2.559497498909679,243,69,312,77.88461538461539,8.285402218862249
128,Monaco,Europe & Central Asia,High income,163369.0708,5.21316983890187,26,42,68,38.23529411764706,6.087462841250339
129,Mali,Sub-Saharan Africa,Low income,749.9179512000001,2.8750137496712407,126,45,171,73.68421052631578,7.417852514885898
130,Central African Republic,Sub-Saharan Africa,Low income,348.3814271,2.5420549938586183,15,10,25,60.0,4.643856189774724
131,Somalia,Sub-Saharan Africa,Low income,478.784799,2.680140353482039,2,5,7,28.57142857142857,2.807354922057604
132,Costa Rica,Latin America & Caribbean,Upper middle income,11393.02842,4.056639180732042,104,85,189,55.026455026455025,7.562242424221073
133,Zambia,Sub-Saharan Africa,Lower middle income,1313.889646,3.1185588902269084,211,41,252,83.73015873015873,7.977279923499917
134,New Caledonia,East Asia & Pacific,High income,,,30,20,50,60.0,5.643856189774724
135,Seychelles,Sub-Saharan Africa,High income,14745.31375,4.168654017880969,13,2,15,86.66666666666667,3.9068905956085187
136,Moldova,Europe & Central Asia,Lower middle income,1832.495194,3.2630428443107005,19,16,35,54.285714285714285,5.129283016944966
137,Armenia,Europe & Central Asia,Lower middle income,3617.935746,3.558460849586969,35,27,62,56.451612903225815,5.954196310386875
138,Nicaragua,Latin America & Caribbean,Lower middle income,2073.497938,3.316703607814014,25,18,43,58.139534883720934,5.426264754702098
139,Faroe Islands,Europe & Central Asia,High income,50581.96849,4.703995726702916,15,13,28,53.57142857142857,4.807354922057604
140,Brunei Darussalam,East Asia & Pacific,High income,30967.89051,4.490911622823076,16,17,33,48.484848484848484,5.044394119358453
141,Curacao,Latin America & Caribbean,High income,,,11,4,15,73.33333333333333,3.9068905956085187
142,Myanmar,East Asia & Pacific,Lower middle income,1138.992976,3.0565210458579877,38,17,55,69.0909090909091,5.78135971352466
143,Guinea,Sub-Saharan Africa,Low income,727.3025190000001,2.8617150917456473,69,37,106,65.09433962264151,6.727920454563199
144,Georgia,Europe & Central Asia,Lower middle income,3764.640916,3.57572355805679,1,2,3,33.33333333333333,1.584962500721156
145,El Salvador,Latin America & Caribbean,Lower middle income,3669.8789920000004,3.5646517443684154,34,15,49,69.38775510204081,5.614709844115208
146,Mongolia,East Asia & Pacific,Lower middle income,3946.962075,3.5962629534293744,45,25,70,64.28571428571429,6.129283016944966
147,Suriname,Latin America & Caribbean,Upper middle income,8617.76176,3.935394483747762,7,7,14,50.0,3.807354922057604
148,Chad,Sub-Saharan Africa,Low income,781.3310573,2.892835087519534,10,10,20,50.0,4.321928094887363
149,Uzbekistan,Europe & Central Asia,Lower middle income,2137.576852,3.3299217378093457,10,8,18,55.55555555555556,4.169925001442312
150,Liberia,Sub-Saharan Africa,Low income,706.0594659,2.848841279840262,28,8,36,77.77777777777779,5.169925001442312
151,St. Kitts and Nevis,Latin America & Caribbean,High income,17247.17086,4.236717865747942,19,18,37,51.35135135135135,5.20945336562895
152,Belize,Latin America & Caribbean,Upper middle income,4905.536645,3.6906865242977767,4,3,7,57.14285714285714,2.807354922057604
153,Cambodia,East Asia & Pacific,Lower middle income,1163.18977,3.065650574006635,112,52,164,68.29268292682927,7.357552004618084
154,Mauritius,Sub-Saharan Africa,Upper middle income,9260.447303,3.966631964709246,10,20,30,33.33333333333333,4.906890595608519
155,Mozambique,Sub-Saharan Africa,Low income,528.3130512,2.7228913394284326,131,32,163,80.3680981595092,7.348728154231077
156,Mauritania,Sub-Saharan Africa,Lower middle income,1158.2563710000002,3.0638046977226217,7,9,16,43.75,4.0
157,"Macao SAR, China",East Asia & Pacific,High income,75484.28658,4.877856554783569,4,16,20,20.0,4.321928094887363
158,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,1715.105518,3.2342908441895446,69,43,112,61.60714285714286,6.807354922057604
159,Barbados,Latin America & Caribbean,High income,16129.049280000001,4.207608768838528,26,12,38,68.42105263157895,5.247927513443585
160,Afghanistan,South Asia,Low income,590.0764738,2.770908299772844,26,10,36,72.22222222222221,5.169925001442312
161,Bolivia,Latin America & Caribbean,Lower middle income,3077.026199,3.4881311940156388,69,27,96,71.875,6.584962500721156
162,Honduras,Latin America & Caribbean,Lower middle income,2341.2753199999997,3.369452487137942,25,15,40,62.5,5.321928094887363
163,Gibraltar,Europe & Central Asia,High income,,,3,14,17,17.647058823529413,4.087462841250339
164,Samoa,East Asia & Pacific,Upper middle income,4150.00378,3.6180484922861633,4,2,6,66.66666666666666,2.584962500721156
165,Solomon Islands,East Asia & Pacific,Lower middle income,1965.422037,3.293455821205088,19,7,26,73.07692307692307,4.700439718141092
166,Maldives,South Asia,Upper middle income,9821.690574,3.992186247844745,4,4,8,50.0,3.0
167,Comoros,Sub-Saharan Africa,Low income,1271.057042,3.1041650410889816,1,1,2,50.0,1.0
168,Virgin Islands (U.S.),Latin America & Caribbean,High income,34899.26655,4.5428162998349695,0,1,1,0.0,0.0
169,Sierra Leone,Sub-Saharan Africa,Low income,582.9362031000001,2.765621027901907,50,24,74,67.56756756756756,6.20945336562895
170,Burundi,Sub-Saharan Africa,Low income,304.37422069999997,2.483407866620728,8,5,13,61.53846153846154,3.700439718141092
171,Greenland,Europe & Central Asia,High income,44912.26609,4.652364968346036,16,14,30,53.333333333333336,4.906890595608519
172,Swaziland,Sub-Saharan Africa,Lower middle income,3047.95,3.4840078383558164,18,5,23,78.26086956521739,4.523561956057013
173,French Polynesia,East Asia & Pacific,High income,,,27,20,47,57.446808510638306,5.554588851677638
174,Belarus,Europe & Central Asia,Upper middle income,5949.106307,3.7744517295790216,48,35,83,57.831325301204814,6.3750394313469245
175,Liechtenstein,Europe & Central Asia,High income,167590.6083,5.224249677314726,9,16,25,36.0,4.643856189774724
176,Guyana,Latin America & Caribbean,Upper middle income,4160.265415,3.6191210384615777,7,5,12,58.333333333333336,3.584962500721156
177,Antigua and Barbuda,Latin America & Caribbean,High income,13602.421240000001,4.133616219956922,0,2,2,0.0,1.0
178,St. Martin (French part),Latin America & Caribbean,High income,,,6,5,11,54.54545454545454,3.4594316186372973
179,Eritrea,Sub-Saharan Africa,Low income,,,2,4,6,33.33333333333333,2.584962500721156
180,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,3018.008675,3.479720483782584,3,4,7,42.857142857142854,2.807354922057604
181,Azerbaijan,Europe & Central Asia,Upper middle income,5500.310382,3.7403871973827005,21,7,28,75.0,4.807354922057604
182,Timor-Leste,East Asia & Pacific,Lower middle income,2501.577386,3.398213942275569,6,7,13,46.15384615384615,3.700439718141092
183,Montenegro,Europe & Central Asia,Upper middle income,6514.272695000001,3.813865934679407,9,18,27,33.33333333333333,4.754887502163468
184,Cayman Islands,Latin America & Caribbean,High income,,,0,4,4,0.0,2.0
185,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,6901.9965409999995,3.838974737304788,1,2,3,33.33333333333333,1.584962500721156
186,St. Lucia,Latin America & Caribbean,Upper middle income,9155.653328,3.961689340076448,2,4,6,33.33333333333333,2.584962500721156
187,Vanuatu,East Asia & Pacific,Lower middle income,2788.770919,3.4454128410138813,8,2,10,80.0,3.321928094887362
188,Aruba,Latin America & Caribbean,High income,25796.38025,4.411558770004318,2,2,4,50.0,2.0
189,Dominican Republic,Latin America & Caribbean,Upper middle income,6534.908555,3.815239514741848,9,2,11,81.81818181818183,3.4594316186372973
190,Niger,Sub-Saharan Africa,Low income,362.7521977,2.5596100522499294,34,12,46,73.91304347826086,5.523561956057013
191,Andorra,Europe & Central Asia,High income,36038.2676,4.556763905785276,5,6,11,45.45454545454545,3.4594316186372973
192,Guam,East Asia & Pacific,High income,35291.136419999995,4.54766564342624,8,3,11,72.72727272727273,3.4594316186372973
193,Djibouti,Middle East & North Africa,Lower middle income,1761.6101579999997,3.245909805913909,1,3,4,25.0,2.0
194,San Marino,Europe & Central Asia,High income,46207.89103,4.664716147377507,5,1,6,83.33333333333334,2.584962500721156
195,Cabo Verde,Sub-Saharan Africa,Lower middle income,2996.362046,3.476594287358671,10,1,11,90.9090909090909,3.4594316186372973
196,American Samoa,East Asia & Pacific,Upper middle income,11901.97526,4.07561904318498,3,1,4,75.0,2.0
197,Nauru,East Asia & Pacific,Upper middle income,8052.888384999999,3.905951679706542,1,1,2,50.0,1.0
198,Northern Mariana Islands,East Asia & Pacific,High income,16984.09224,4.230042339802209,2,1,3,66.66666666666666,1.584962500721156
199,Tonga,East Asia & Pacific,Upper middle income,4093.849585,3.6121318819013406,0,2,2,0.0,1.0
200,Palau,East Asia & Pacific,High income,13769.447580000002,4.138916517034687,1,1,2,50.0,1.0
201,Tajikistan,Europe & Central Asia,Lower middle income,918.8119145,2.963226618181734,6,1,7,85.71428571428571,2.807354922057604
202,Marshall Islands,East Asia & Pacific,Upper middle income,3390.910292,3.5303163004814992,1,0,1,100.0,0.0
203,Guinea-Bissau,Sub-Saharan Africa,Low income,591.8061497,2.772179473779833,1,0,1,100.0,0.0
204,Tuvalu,East Asia & Pacific,Upper middle income,3232.07334,3.5094812069280215,1,0,1,100.0,0.0
205,Kiribati,East Asia & Pacific,Lower middle income,1522.306195,3.1825020147370404,1,0,1,100.0,0.0
