,word,OA_frequency,NOA_frequency,oa_noa,expected_oa,expected_noa,chi_square,p_value,depletion_rate
115,thyrotropin,197,267,464,207.608323415196,256.39167658480403,0.98098597906378,0.32195550499543096,0.948902224917156
116,microalgae,109,406,515,230.42734172160763,284.5726582783924,115.801190371801,5.25414349334738e-27,0.47303414250071546
117,stichopus,4,10,14,6.264044240975742,7.735955759024259,1.4809113441788035,0.22363198847895893,0.6385650940704284
118,anaplasma,49,48,97,43.40087795533192,53.59912204466808,1.3072402497498046,0.25289493168105953,1.1290094188977162
119,dynamics,1783,1619,3402,1522.1627505571053,1879.837249442895,80.88950766443266,2.386976760600004e-19,1.1713596324357756
120,"6-cyano-7-nitroquinoxaline-2,3-dione",13,12,25,11.185793287456681,13.81420671254332,0.5325014662185514,0.4655570856541871,1.1621884712081798
121,polycythemia,47,66,113,50.559785659304204,62.4402143406958,0.4535827528130897,0.50063845437326,0.929592548447659
122,psychophysiology,45,66,111,49.664922196307664,61.33507780369234,0.7929633377164236,0.37320557872482196,0.9060720929377701
123,beggiatoa,3,0,3,1.3422951944948018,1.6577048055051984,3.7049334877394986,0.0542518336892486,2.2349778292464997
124,ureterolithiasis,5,5,10,4.474317314982673,5.525682685017328,0.11177241188023054,0.7381352231217693,1.1174889146232498
125,sociometric,10,6,16,7.158907703972276,8.841092296027725,2.0405064876782064,0.15315864253489547,1.3968611432790623
126,tissue-based,109,112,221,98.88241266111706,122.11758733888294,1.873479425610027,0.1710771080382134,1.1023193818455586
127,piperonyl,2,7,9,4.026885583484406,4.973114416515595,1.8463041063066705,0.17421386124818708,0.4966617398325554
128,carbimazole,4,4,8,3.579453851986138,4.420546148013862,0.0894179295041845,0.7649184458625924,1.1174889146232498
129,skilled,46,58,104,46.532900075819796,57.46709992418021,0.011044485830834084,0.9163022131354501,0.9885478860128748
130,tamarindus,2,7,9,4.026885583484406,4.973114416515595,1.8463041063066705,0.17421386124818708,0.4966617398325554
131,tsuga,3,9,12,5.369180777979207,6.6308192220207935,1.8919185365976245,0.16898568838360098,0.5587444573116249
132,adolescence,111,123,234,104.69902517059454,129.30097482940548,0.6862571932061224,0.40744037313408443,1.0601817907964164
133,peroxynitrous,5,17,22,9.84349809296188,12.156501907038122,4.313033813285397,0.03782145445911313,0.5079495066469317
134,lafora,2,2,4,1.789726925993069,2.210273074006931,0.04470896475209225,0.8325400884386234,1.1174889146232498
135,reactions,1095,1362,2457,1099.3397642912425,1357.6602357087575,0.031003762767907048,0.8602319935586754,0.9960523903235317
136,glycerolphosphate,5,3,8,3.579453851986138,4.420546148013862,1.0202532438391032,0.3124589465325771,1.3968611432790623
137,lions,33,26,59,26.39847215839777,32.601527841602234,2.9876119262918417,0.0839038196122727,1.2500723451717708
138,remediation,158,657,815,364.6568611710878,450.34313882891223,211.94800176584434,5.1626912492146865e-48,0.43328404542447474
139,choroiditis,9,12,21,9.396066361463612,11.60393363853639,0.030213699131990616,0.8620062324936197,0.9578476411056426
140,ultrasonics,106,248,354,158.39083295038662,195.6091670496134,31.361340812287118,2.1420382540115557e-08,0.6692306494353926
141,sequoia,2,2,4,1.789726925993069,2.210273074006931,0.04470896475209225,0.8325400884386234,1.1174889146232498
142,oxandrolone,2,4,6,2.6845903889896037,3.3154096110103968,0.3159349141792467,0.5740609155569996,0.7449926097488332
143,keratin-4,0,1,1,0.44743173149826726,0.5525682685017328,0.8097311355055925,0.36819975249716796,0.0
144,rhizobiaceae,11,17,28,12.528088481951484,15.471911518048518,0.3373076964265256,0.5613874083599593,0.8780270043468391
145,nitrofurans,0,6,6,2.6845903889896037,3.3154096110103968,4.8583868130335555,0.0275120490821747,0.0
146,ketoglutaric,10,12,22,9.84349809296188,12.156501907038122,0.004503019884331737,0.9464984761135457,1.0158990132938635
147,vigabatrin,4,11,15,6.711475972474009,8.288524027525991,1.982474177608047,0.1591299997930879,0.5959940877990665
148,intravascular,22,53,75,33.55737986237004,41.44262013762996,7.203520386540203,0.00727607116509786,0.6555934965789733
149,hormone-releasing,5,7,12,5.369180777979207,6.6308192220207935,0.045939280911377375,0.8302862105043808,0.9312407621860416
150,azacitidine,95,71,166,74.27366742871237,91.72633257128764,10.467045560441871,0.001215229106894195,1.2790535769784184
151,frutescens,2,4,6,2.6845903889896037,3.3154096110103968,0.3159349141792467,0.5740609155569996,0.7449926097488332
152,acetamides,69,136,205,91.72350495714478,113.27649504285522,10.187885499287928,0.0014136632923611914,0.7522608303317487
153,micro-electrical-mechanical,18,44,62,27.74076735289257,34.25923264710743,6.189875726043438,0.012848320901703427,0.6488645310715644
154,haploinsufficiency,46,17,63,28.18819908439084,34.81180091560917,20.368656902328723,6.3867342845874254e-06,1.6318885737355393
155,bacteriology,16,14,30,13.422951944948018,16.577048055051982,0.8953875615400015,0.3440214935959959,1.191988175598133
156,capture,56,53,109,48.77005873331113,60.229941266688876,1.9396810289195647,0.16370317166795756,1.1482454902550825
157,renewable,55,62,117,52.34951258529727,64.65048741470274,0.2428582765312769,0.6221492959285498,1.0506306034919441
158,propensity,518,631,1149,514.0990594915091,634.900940508491,0.05356805812012519,0.8169669776687295,1.0075879160571686
159,blood-pool,3,12,15,6.711475972474009,8.288524027525991,3.714405598401589,0.0539448287067053,0.44699556584929995
160,sugars,8,10,18,8.053771166968811,9.94622883303119,0.0006497012408465052,0.9796647327348026,0.9933234796651108
161,photic,2078,1641,3719,1663.998609442056,2055.0013905579444,186.40806526901798,1.9337988243566626e-42,1.2487991205093374
162,transfection,660,397,1057,472.9353401936685,584.0646598063315,133.90468964586202,5.73222704228398e-31,1.39553960955789
163,brn-3c,0,1,1,0.44743173149826726,0.5525682685017328,0.8097311355055925,0.36819975249716796,0.0
164,chinchilla,10,9,19,8.501202898467078,10.498797101532922,0.4782107842422612,0.4892338774963474,1.1763041206560523
165,paraphimosis,0,2,2,0.8948634629965345,1.1051365370034656,1.619462271011185,0.20316678250777026,0.0
166,durapatite,49,150,199,89.03891456815518,109.96108543184482,32.583579481892855,1.141753145883683e-08,0.5503211740355702
167,lymphogranuloma,12,8,20,8.948634629965346,11.051365370034656,1.8829800041926932,0.16999583703459129,1.3409866975478997
168,triazines,73,245,318,142.283290616449,175.71670938355103,61.05442849301191,5.551849461296082e-15,0.5130609482232531
169,alphaherpesvirinae,3,0,3,1.3422951944948018,1.6577048055051984,3.7049334877394986,0.0542518336892486,2.2349778292464997
170,psychoanalytic,17,351,368,164.65487719136235,203.34512280863765,239.62661472303466,4.7437352177293753e-54,0.1032462584162785
171,succinate-semialdehyde,1,8,9,4.026885583484406,4.973114416515595,4.117530055733825,0.0424409989708153,0.2483308699162777
172,estrenes,2,8,10,4.474317314982673,5.525682685017328,2.4762703989343926,0.11557602535118809,0.44699556584929995
173,neuroprostanes,1,3,4,1.789726925993069,2.210273074006931,0.6306395121992082,0.427120833649543,0.5587444573116249
174,surface,1306,2203,3509,1570.03794582742,1938.9620541725803,80.3593842065102,3.1214575286309055e-19,0.8318270290669502
175,sigma,48,40,88,39.37399237184752,48.626007628152486,3.4199856294645823,0.06441157395004499,1.219078815952636
176,labial,4,6,10,4.474317314982673,5.525682685017328,0.09099661461453282,0.7629139693967649,0.8939911316985999
177,belgium,337,467,804,359.73511212460687,444.2648878753932,2.6003118171329587,0.106842692043038,0.9368004085274507
178,foraminifera,16,20,36,16.107542333937623,19.89245766606238,0.0012994024816930104,0.9712447027284288,0.9933234796651108
179,calcium-activated,38,20,58,25.9510404268995,32.048959573100504,10.124145510934184,0.0014633948607084162,1.4642958191614996
180,aldrin,0,7,7,3.132022120487871,3.8679778795121296,5.668117948539148,0.01727598139723599,0.0
181,varicose,80,190,270,120.80656750453215,149.19343249546785,24.945007773812925,5.898907930966338e-07,0.6622156531100739
182,fees,102,118,220,98.4349809296188,121.56501907038121,0.23366211936569786,0.6288216175546035,1.0362169935597407
183,d5,6,3,9,4.026885583484406,4.973114416515595,1.7496424524915908,0.1859216873793232,1.4899852194976664
184,hla-dr3,3,2,5,2.2371586574913365,2.762841342508664,0.4707450010481733,0.4926446327642634,1.3409866975478997
185,arabia,366,287,653,292.17292066836853,360.8270793316315,33.760235826959054,6.234016718685847e-09,1.2526828261932907
186,dakota,29,46,75,33.55737986237004,41.44262013762996,1.1200991616818676,0.2898971028722872,0.8641914273086465
187,sporosarcina,3,5,8,3.579453851986138,4.420546148013862,0.16975985635728894,0.6803253191432468,0.8381166859674374
188,cerebellar,151,205,356,159.28569641338314,196.71430358661686,0.7800012760448514,0.37714074952745846,0.9479821691466894
189,apoptosis-inducing,50,40,90,40.268855834844054,49.73114416515595,4.255715443613304,0.039118467299885475,1.2416543495813888
190,hl-60,33,33,66,29.53049427888564,36.469505721114366,0.737697918409522,0.390399316310171,1.1174889146232498
191,abdominis,11,51,62,27.74076735289257,34.25923264710743,18.28295162562698,1.9040356238635878e-05,0.3965283245437338
192,neurocytoma,2,10,12,5.369180777979207,6.6308192220207935,3.8260854056287714,0.050460655308252875,0.3724963048744166
193,parathyroidectomy,59,95,154,68.90448665073316,85.09551334926685,2.576502087954795,0.10846110187806049,0.8562577397762564
194,screw,0,1,1,0.44743173149826726,0.5525682685017328,0.8097311355055925,0.36819975249716796,0.0
195,isoaspartic,1,0,1,0.44743173149826726,0.5525682685017328,1.2349778292464997,0.2664411484531368,2.2349778292464997
196,l-selectin,15,14,29,12.97552021344975,16.024479786550252,0.5716315220537442,0.4496113204172483,1.1560230151275
197,intima-media,302,346,648,289.93576201087717,358.06423798912283,0.9084730814587612,0.3405198799726332,1.041610037704387
198,diester,42,44,86,38.47912890885098,47.52087109114902,0.5830275480192173,0.44512805961595536,1.0915008003296858
199,semaphorin-3a,7,2,9,4.026885583484406,4.973114416515595,3.9725375750112053,0.04624802721798599,1.7383160894139442
200,alkaptonuria,4,5,9,4.026885583484406,4.973114416515595,0.0003248506204232526,0.9856200161334129,0.9933234796651108
201,nonsense,69,70,139,62.19301067825915,76.80698932174086,1.3482878346761766,0.24557766299574663,1.109449426028838
202,prisoners,270,399,669,299.3318283723408,369.66817162765926,5.201629679664674,0.022565722395719887,0.9020089893819954
203,choleretics,22,21,43,19.23956445442549,23.76043554557451,0.7167604677505158,0.39720859469338066,1.1434770289168137
204,singing,29,75,104,46.532900075819796,57.46709992418021,11.955326842454467,0.0005449136794924273,0.6232149716168124
205,salaries,113,238,351,157.0485377558918,193.9514622441082,22.358525188681885,2.262066584443438e-06,0.7195227769369072
206,proteinuria,219,216,435,194.63280320174627,240.36719679825376,5.52089086583976,0.018790687148816865,1.1251957347240997
207,allowances,105,83,188,84.11716552167424,103.88283447832576,9.382278510322802,0.002190930657876606,1.2482588939940555
208,arthrogryposis,10,15,25,11.185793287456681,13.81420671254332,0.2274915365363316,0.6333900866023046,0.8939911316985999
209,rectocele,2,19,21,9.396066361463612,11.60393363853639,10.535850058785947,0.0011708101895423052,0.21285503135680947
210,cap-binding,1,0,1,0.44743173149826726,0.5525682685017328,1.2349778292464997,0.2664411484531368,2.2349778292464997
211,cenocepacia,10,0,10,4.474317314982673,5.525682685017328,12.349778292464995,0.0004410388463764225,2.2349778292464997
212,orchiectomy,90,131,221,98.88241266111706,122.11758733888294,1.4439657615752104,0.2294986705993121,0.9101719666614704
213,myoglobinuria,0,1,1,0.44743173149826726,0.5525682685017328,0.8097311355055925,0.36819975249716796,0.0
214,minichromosome,16,10,26,11.633225018954949,14.366774981045053,2.9664399168331985,0.0850087424461062,1.3753709718439997
215,eptifibatide,7,9,16,7.158907703972276,8.841092296027725,0.006383475564467675,0.9363194498302237,0.9778028002953435
216,bowman-birk,0,1,1,0.44743173149826726,0.5525682685017328,0.8097311355055925,0.36819975249716796,0.0
217,aromatase,132,149,281,125.7283165510131,155.27168344898692,0.566173082386731,0.4517836515546897,1.049882823702982
218,phosphohydrolase,159,78,237,106.04132036508933,130.95867963491068,47.86446721348855,4.56724438113391e-12,1.4994155056970186
219,dtpa,132,220,352,157.49596948739008,194.50403051260994,7.469433679720716,0.006275528889887747,0.8381166859674374
220,polyarteritis,10,17,27,12.080656750453215,14.919343249546785,0.6485215216950453,0.42064177054758756,0.8277695663875924
221,aborted,4,10,14,6.264044240975742,7.735955759024259,1.4809113441788035,0.22363198847895893,0.6385650940704284
222,chemoembolization,138,196,334,149.44219832042126,184.55780167957874,1.585476292674204,0.20797363786605944,0.9234339534012482
223,cavae,4,7,11,4.92174904648094,6.078250953519061,0.31240644615618474,0.576207234487496,0.8127192106350908
224,auricle,19,49,68,30.425357741882173,37.574642258117834,7.764580186866382,0.005328067895284059,0.6244790993482866
225,bandages,99,245,344,153.91651563540393,190.08348436459607,35.45967765455853,2.603854381146853e-09,0.6432058287657078
226,euglena,4,16,20,8.948634629965346,11.051365370034656,4.952540797868785,0.02605235362508039,0.44699556584929995
227,ristocetin,2,4,6,2.6845903889896037,3.3154096110103968,0.3159349141792467,0.5740609155569996,0.7449926097488332
228,polarography,1,1,2,0.8948634629965345,1.1051365370034656,0.022354482376046127,0.8811479412798382,1.1174889146232498
229,intraocular,662,1467,2129,952.582156359811,1176.4178436401892,160.41667143231479,9.175111813478067e-37,0.6949531812875447
230,lead,256,685,941,421.0332593398695,519.9667406601305,117.06864938906514,2.7730127802876026e-27,0.6080279748003229
231,lecithins,7,24,31,13.870383676446284,17.129616323553716,6.158678957558058,0.0130768836738821,0.5046724130556611
232,cresols,20,28,48,21.47672311191683,26.523276888083174,0.1837571236455095,0.6681641133693097,0.9312407621860416
233,telomeric,4,5,9,4.026885583484406,4.973114416515595,0.0003248506204232526,0.9856200161334129,0.9933234796651108
234,hapmap,27,9,36,16.107542333937623,19.89245766606238,13.3301960971292,0.000261166206576777,1.6762333719348748
235,dutasteride,11,16,27,12.080656750453215,14.919343249546785,0.17494400104659857,0.6757547827362469,0.9105465230263516
236,amish,10,4,14,6.264044240975742,7.735955759024259,4.032391506624245,0.044634626630995496,1.596412735176071
237,receivable,0,2,2,0.8948634629965345,1.1051365370034656,1.619462271011185,0.20316678250777026,0.0
238,hla-drb1,71,65,136,60.85071548376435,75.14928451623567,3.063509446637748,0.0800685633269565,1.1667898961507461
239,closterovirus,1,4,5,2.2371586574913365,2.762841342508664,1.2381351994671963,0.2658307492462716,0.44699556584929995
240,jnk,55,31,86,38.47912890885098,47.52087109114902,12.836739008041118,0.00033987943181639147,1.429346286146017
241,immunoglobulin-like,5,1,6,2.6845903889896037,3.3154096110103968,3.614029477778014,0.05729414191597922,1.8624815243720831
242,amalgam,10,22,32,14.317815407944552,17.68218459205545,2.356489140917399,0.12476269564124334,0.6984305716395312
243,autonomic,326,489,815,364.6568611710878,450.34313882891223,7.416224091084421,0.006463832278896221,0.8939911316985999
